customer_id,recency,frequency,monetary,R,F,M,rfm_score,segment
CUST_04873,334,1,274.04,1,1,5,7,One-Time Buyer
CUST_04874,220,1,182.0,2,1,5,8,One-Time Buyer
CUST_04875,173,2,182.97,3,5,5,13,Loyal Customer
CUST_04876,104,1,108.4,4,1,4,9,New Customer
CUST_04877,152,2,374.95,3,5,5,13,Loyal Customer
CUST_04878,320,1,164.0,1,1,4,6,One-Time Buyer
CUST_04879,74,1,28.0,5,1,1,7,New Customer
CUST_04880,352,1,73.1,1,1,2,4,One-Time Buyer
CUST_04881,47,1,51.0,5,1,1,7,New Customer
CUST_04882,153,1,81.04,3,1,3,7,One-Time Buyer
CUST_04883,75,2,168.26999999999998,5,5,5,15,Champion
CUST_04884,67,1,156.94,5,1,4,10,New Customer
CUST_04885,358,1,74.63,1,1,3,5,One-Time Buyer
CUST_04886,81,1,216.76,4,1,5,10,New Customer
CUST_04887,47,1,74.0,5,1,2,8,New Customer
CUST_04888,137,1,44.0,3,1,1,5,One-Time Buyer
CUST_04889,75,1,70.6,5,1,2,8,New Customer
CUST_04890,46,1,128.51,5,1,4,10,New Customer
CUST_04891,70,1,73.83,5,1,2,8,New Customer
CUST_04892,138,1,66.66,3,1,2,6,One-Time Buyer
CUST_04893,127,1,67.12,3,1,2,6,One-Time Buyer
CUST_04894,128,1,145.22,3,1,4,8,One-Time Buyer
CUST_04895,257,2,46.01,2,5,1,8,At Risk
CUST_04896,9,1,29.68,5,1,1,7,New Customer
CUST_04897,75,1,80.51,5,1,3,9,New Customer
CUST_04898,203,1,114.92,2,1,4,7,One-Time Buyer
CUST_04899,293,1,20.0,1,1,1,3,One-Time Buyer
CUST_04900,134,3,201.0,3,5,5,13,Loyal Customer
CUST_04901,101,2,112.37,4,5,4,13,Champion
CUST_04902,47,2,147.0,5,5,4,14,Champion
CUST_04903,338,1,68.0,1,1,2,4,One-Time Buyer
CUST_04904,219,1,88.0,2,1,3,6,One-Time Buyer
CUST_04905,75,14,2543.6,5,5,5,15,Champion
CUST_04906,58,1,123.41,5,1,4,10,New Customer
CUST_04907,47,1,78.0,5,1,3,9,New Customer
CUST_04908,75,1,74.0,5,1,2,8,New Customer
CUST_04909,60,1,98.0,5,1,3,9,New Customer
CUST_04910,125,1,203.84,4,1,5,10,New Customer
CUST_04911,135,1,118.0,3,1,4,8,One-Time Buyer
CUST_04912,98,1,25.86,4,1,1,6,New Customer
CUST_04913,125,4,294.0,4,5,5,14,Champion
CUST_04914,300,2,186.0,1,5,5,11,At Risk
CUST_04915,103,1,81.22,4,1,3,8,New Customer
CUST_04916,173,2,72.0,3,5,2,10,Loyal Customer
CUST_04917,47,1,79.37,5,1,3,9,New Customer
CUST_04918,138,1,71.12,3,1,2,6,One-Time Buyer
CUST_04919,75,1,78.44,5,1,3,9,New Customer
CUST_04920,236,1,66.0,2,1,2,5,One-Time Buyer
CUST_04921,16,3,195.04,5,5,5,15,Champion
CUST_04922,81,1,184.04,4,1,5,10,New Customer
CUST_04923,109,1,79.18,4,1,3,8,New Customer
CUST_04924,281,1,74.63,1,1,3,5,One-Time Buyer
CUST_04925,287,1,79.19,1,1,3,5,One-Time Buyer
CUST_04926,299,1,47.6,1,1,1,3,One-Time Buyer
CUST_04927,86,5,268.61,4,5,5,14,Champion
CUST_04928,321,1,64.2,1,1,2,4,One-Time Buyer
CUST_04929,130,1,30.0,3,1,1,5,One-Time Buyer
CUST_04930,299,1,68.0,1,1,2,4,One-Time Buyer
CUST_04931,140,1,63.0,3,1,2,6,One-Time Buyer
CUST_04932,103,2,337.33,4,5,5,14,Champion
CUST_04933,320,1,384.56,1,1,5,7,One-Time Buyer
CUST_04934,135,1,50.88,3,1,1,5,One-Time Buyer
CUST_04935,75,1,74.0,5,1,2,8,New Customer
CUST_04936,334,1,68.0,1,1,2,4,One-Time Buyer
CUST_04937,320,1,68.0,1,1,2,4,One-Time Buyer
CUST_04938,213,1,68.0,2,1,2,5,One-Time Buyer
CUST_04939,188,2,136.0,2,5,4,11,At Risk
CUST_04940,172,1,114.2,3,1,4,8,One-Time Buyer
CUST_04941,149,1,180.05,3,1,5,9,One-Time Buyer
CUST_04942,260,1,68.0,1,1,2,4,One-Time Buyer
CUST_04943,101,1,58.0,4,1,1,6,New Customer
CUST_04944,192,1,47.08,2,1,1,4,One-Time Buyer
CUST_04945,338,1,62.0,1,1,2,4,One-Time Buyer
CUST_04946,302,1,24.38,1,1,1,3,One-Time Buyer
CUST_04947,241,1,25.25,2,1,1,4,One-Time Buyer
CUST_04948,197,1,42.42,2,1,1,4,One-Time Buyer
CUST_04949,75,2,244.79999999999998,5,5,5,15,Champion
CUST_04950,361,1,130.96,1,1,4,6,One-Time Buyer
CUST_04951,123,1,8.75,4,1,1,6,New Customer
CUST_04952,103,1,114.12,4,1,4,9,New Customer
CUST_04953,145,1,72.93,3,1,2,6,One-Time Buyer
CUST_04954,135,1,93.72,3,1,3,7,One-Time Buyer
CUST_04955,334,1,56.0,1,1,1,3,One-Time Buyer
CUST_04956,243,2,266.0,2,5,5,12,At Risk
CUST_04957,122,2,134.85,4,5,4,13,Champion
CUST_04958,75,2,142.0,5,5,4,14,Champion
CUST_04959,299,1,114.71,1,1,4,6,One-Time Buyer
CUST_04960,190,2,165.54,2,5,4,11,At Risk
CUST_04961,138,4,411.07,3,5,5,13,Loyal Customer
CUST_04962,296,1,136.87,1,1,4,6,One-Time Buyer
CUST_04963,257,1,30.03,2,1,1,4,One-Time Buyer
CUST_04964,158,1,200.88,3,1,5,9,One-Time Buyer
CUST_04965,137,1,24.28,3,1,1,5,One-Time Buyer
CUST_04966,205,2,216.24,2,5,5,12,At Risk
CUST_04967,47,2,164.22,5,5,4,14,Champion
CUST_04968,47,2,167.32,5,5,4,14,Champion
CUST_04969,272,1,148.4,1,1,4,6,One-Time Buyer
CUST_04970,200,2,207.8,2,5,5,12,At Risk
CUST_04971,189,1,118.71,2,1,4,7,One-Time Buyer
CUST_04972,103,3,258.0,4,5,5,14,Champion
CUST_04973,339,2,152.64,1,5,4,10,At Risk
CUST_04974,215,1,47.85,2,1,1,4,One-Time Buyer
CUST_04975,178,1,29.96,2,1,1,4,One-Time Buyer
CUST_04976,159,2,216.24,3,5,5,13,Loyal Customer
CUST_04977,103,1,81.55,4,1,3,8,New Customer
CUST_04978,266,1,73.27,1,1,2,4,One-Time Buyer
CUST_04979,75,2,222.0,5,5,5,15,Champion
CUST_04980,72,1,79.74,5,1,3,9,New Customer
CUST_04981,332,1,68.0,1,1,2,4,One-Time Buyer
CUST_04982,47,4,359.4,5,5,5,15,Champion
CUST_04983,109,2,33.83,4,5,1,10,Champion
CUST_04984,253,1,144.5,2,1,4,7,One-Time Buyer
CUST_04985,324,1,71.69,1,1,2,4,One-Time Buyer
CUST_04986,364,1,66.0,1,1,2,4,One-Time Buyer
CUST_04987,3,3,296.0,5,5,5,15,Champion
CUST_04988,101,1,72.11,4,1,2,7,New Customer
CUST_04989,67,1,98.0,5,1,3,9,New Customer
CUST_04990,161,1,111.95,3,1,4,8,One-Time Buyer
CUST_04991,147,1,63.0,3,1,2,6,One-Time Buyer
CUST_04992,75,1,79.18,5,1,3,9,New Customer
CUST_04993,129,1,27.44,3,1,1,5,One-Time Buyer
CUST_04994,233,1,30.17,2,1,1,4,One-Time Buyer
CUST_04995,75,1,151.21,5,1,4,10,New Customer
CUST_04996,256,1,57.54,2,1,1,4,One-Time Buyer
CUST_04997,88,2,65.81,4,5,2,11,Champion
CUST_04998,125,1,51.72,4,1,1,6,New Customer
CUST_04999,311,1,73.27,1,1,2,4,One-Time Buyer
CUST_05000,173,4,258.0,3,5,5,13,Loyal Customer
CUST_05001,47,1,78.0,5,1,3,9,New Customer
CUST_05002,157,2,211.85999999999999,3,5,5,13,Loyal Customer
CUST_05003,220,1,191.4,2,1,5,8,One-Time Buyer
CUST_05004,75,2,158.38,5,5,4,14,Champion
CUST_05005,257,2,287.54999999999995,2,5,5,12,At Risk
CUST_05006,3,2,78.3,5,5,3,13,Champion
CUST_05007,236,1,73.95,2,1,2,5,One-Time Buyer
CUST_05008,123,2,90.52000000000001,4,5,3,12,Champion
CUST_05009,101,1,111.19,4,1,4,9,New Customer
CUST_05010,293,1,102.72,1,1,3,5,One-Time Buyer
CUST_05011,299,1,200.0,1,1,5,7,One-Time Buyer
CUST_05012,83,4,177.63,4,5,5,14,Champion
CUST_05013,101,1,32.35,4,1,1,6,New Customer
CUST_05014,183,1,44.0,2,1,1,4,One-Time Buyer
CUST_05015,47,1,78.0,5,1,3,9,New Customer
CUST_05016,366,1,84.87,1,1,3,5,One-Time Buyer
CUST_05017,147,1,61.2,3,1,2,6,One-Time Buyer
CUST_05018,141,1,72.08,3,1,2,6,One-Time Buyer
CUST_05019,297,1,46.44,1,1,1,3,One-Time Buyer
CUST_05020,47,1,83.07,5,1,3,9,New Customer
CUST_05021,334,1,68.0,1,1,2,4,One-Time Buyer
CUST_05022,125,2,196.0,4,5,5,14,Champion
CUST_05023,256,1,68.0,2,1,2,5,One-Time Buyer
CUST_05024,183,1,72.93,2,1,2,5,One-Time Buyer
CUST_05025,35,1,188.76,5,1,5,11,New Customer
CUST_05026,35,1,74.0,5,1,2,8,New Customer
CUST_05027,47,1,156.0,5,1,4,10,New Customer
CUST_05028,41,2,94.6,5,5,3,13,Champion
CUST_05029,98,3,264.4,4,5,5,14,Champion
CUST_05030,138,2,165.3,3,5,4,12,Loyal Customer
CUST_05031,59,3,378.0,5,5,5,15,Champion
CUST_05032,126,3,559.89,4,5,5,14,Champion
CUST_05033,124,2,184.0,4,5,5,14,Champion
CUST_05034,217,2,142.58,2,5,4,11,At Risk
CUST_05035,99,1,74.0,4,1,2,7,New Customer
CUST_05036,127,1,124.0,3,1,4,8,One-Time Buyer
CUST_05037,154,1,93.69,3,1,3,7,One-Time Buyer
CUST_05038,47,1,82.68,5,1,3,9,New Customer
CUST_05039,75,1,74.0,5,1,2,8,New Customer
CUST_05040,272,1,50.46,1,1,1,3,One-Time Buyer
CUST_05041,315,3,130.38,1,5,4,10,At Risk
CUST_05042,67,1,106.58,5,1,4,10,New Customer
CUST_05043,281,1,106.0,1,1,4,6,One-Time Buyer
CUST_05044,299,3,134.39000000000001,1,5,4,10,At Risk
CUST_05045,47,3,245.02,5,5,5,15,Champion
CUST_05046,199,1,182.0,2,1,5,8,One-Time Buyer
CUST_05047,75,2,114.02,5,5,4,14,Champion
CUST_05048,129,1,181.94,3,1,5,9,One-Time Buyer
CUST_05049,130,1,113.45,3,1,4,8,One-Time Buyer
CUST_05050,238,1,73.07,2,1,2,5,One-Time Buyer
CUST_05051,19,1,108.6,5,1,4,10,New Customer
CUST_05052,307,1,25.25,1,1,1,3,One-Time Buyer
CUST_05053,6,1,44.0,5,1,1,7,New Customer
CUST_05054,285,1,56.0,1,1,1,3,One-Time Buyer
CUST_05055,103,1,81.04,4,1,3,8,New Customer
CUST_05056,75,1,80.19,5,1,3,9,New Customer
CUST_05057,244,1,190.74,2,1,5,8,One-Time Buyer
CUST_05058,17,10,746.27,5,5,5,15,Champion
CUST_05059,321,1,152.0,1,1,4,6,One-Time Buyer
CUST_05060,98,6,645.13,4,5,5,14,Champion
CUST_05061,207,1,145.52,2,1,4,7,One-Time Buyer
CUST_05062,215,1,47.41,2,1,1,4,One-Time Buyer
CUST_05063,75,1,79.18,5,1,3,9,New Customer
CUST_05064,339,1,20.0,1,1,1,3,One-Time Buyer
CUST_05065,75,1,74.0,5,1,2,8,New Customer
CUST_05066,56,1,108.0,5,1,4,10,New Customer
CUST_05067,311,1,136.0,1,1,4,6,One-Time Buyer
CUST_05068,126,1,52.2,4,1,1,6,New Customer
CUST_05069,98,1,95.71,4,1,3,8,New Customer
CUST_05070,166,1,112.0,3,1,4,8,One-Time Buyer
CUST_05071,47,2,169.66,5,5,5,15,Champion
CUST_05072,243,1,213.15,2,1,5,8,One-Time Buyer
CUST_05073,206,1,42.0,2,1,1,4,One-Time Buyer
CUST_05074,46,1,125.19,5,1,4,10,New Customer
CUST_05075,126,1,8.84,4,1,1,6,New Customer
CUST_05076,125,1,142.0,4,1,4,9,New Customer
CUST_05077,239,1,28.0,2,1,1,4,One-Time Buyer
CUST_05078,222,2,187.53,2,5,5,12,At Risk
CUST_05079,84,2,82.32,4,5,3,12,Champion
CUST_05080,87,1,80.67,4,1,3,8,New Customer
CUST_05081,47,1,83.46,5,1,3,9,New Customer
CUST_05082,101,1,74.0,4,1,2,7,New Customer
CUST_05083,75,2,344.63,5,5,5,15,Champion
CUST_05084,342,1,73.95,1,1,2,4,One-Time Buyer
CUST_05085,238,1,112.0,2,1,4,7,One-Time Buyer
CUST_05086,181,1,28.89,2,1,1,4,One-Time Buyer
CUST_05087,145,1,29.48,3,1,1,5,One-Time Buyer
CUST_05088,159,1,94.0,3,1,3,7,One-Time Buyer
CUST_05089,295,2,183.0,1,5,5,11,At Risk
CUST_05090,47,2,156.0,5,5,4,14,Champion
CUST_05091,105,1,178.04,4,1,5,10,New Customer
CUST_05092,244,1,67.89,2,1,2,5,One-Time Buyer
CUST_05093,138,1,68.52,3,1,2,6,One-Time Buyer
CUST_05094,103,1,74.0,4,1,2,7,New Customer
CUST_05095,315,1,68.0,1,1,2,4,One-Time Buyer
CUST_05096,342,1,68.32,1,1,2,4,One-Time Buyer
CUST_05097,75,1,74.0,5,1,2,8,New Customer
CUST_05098,104,1,74.0,4,1,2,7,New Customer
CUST_05099,133,1,51.48,3,1,1,5,One-Time Buyer
CUST_05100,172,1,95.04,3,1,3,7,One-Time Buyer
CUST_05101,99,1,205.5,4,1,5,10,New Customer
CUST_05102,109,1,74.0,4,1,2,7,New Customer
CUST_05103,135,1,51.36,3,1,1,5,One-Time Buyer
CUST_05104,158,1,40.6,3,1,1,5,One-Time Buyer
CUST_05105,63,1,28.0,5,1,1,7,New Customer
CUST_05106,195,3,474.1,2,5,5,12,At Risk
CUST_05107,47,3,239.13,5,5,5,15,Champion
CUST_05108,249,1,32.0,2,1,1,4,One-Time Buyer
CUST_05109,124,1,62.0,4,1,2,7,New Customer
CUST_05110,152,2,134.39,3,5,4,12,Loyal Customer
CUST_05111,79,1,235.63,4,1,5,10,New Customer
CUST_05112,291,1,120.0,1,1,4,6,One-Time Buyer
CUST_05113,30,1,150.71,5,1,4,10,New Customer
CUST_05114,122,1,87.38,4,1,3,8,New Customer
CUST_05115,145,1,68.0,3,1,2,6,One-Time Buyer
CUST_05116,139,1,188.81,3,1,5,9,One-Time Buyer
CUST_05117,290,1,35.12,1,1,1,3,One-Time Buyer
CUST_05118,127,1,139.2,3,1,4,8,One-Time Buyer
CUST_05119,314,1,29.96,1,1,1,3,One-Time Buyer
CUST_05120,238,1,100.0,2,1,3,6,One-Time Buyer
CUST_05121,138,2,389.02,3,5,5,13,Loyal Customer
CUST_05122,43,1,66.0,5,1,2,8,New Customer
CUST_05123,165,2,170.8,3,5,5,13,Loyal Customer
CUST_05124,139,1,52.0,3,1,1,5,One-Time Buyer
CUST_05125,204,1,66.0,2,1,2,5,One-Time Buyer
CUST_05126,227,1,68.0,2,1,2,5,One-Time Buyer
CUST_05127,111,1,57.0,4,1,1,6,New Customer
CUST_05128,328,1,204.0,1,1,5,7,One-Time Buyer
CUST_05129,83,2,206.18,4,5,5,14,Champion
CUST_05130,168,1,56.03,3,1,1,5,One-Time Buyer
CUST_05131,55,1,148.0,5,1,4,10,New Customer
CUST_05132,36,1,58.0,5,1,1,7,New Customer
CUST_05133,138,1,190.0,3,1,5,9,One-Time Buyer
CUST_05134,98,3,389.41999999999996,4,5,5,14,Champion
CUST_05135,223,1,52.0,2,1,1,4,One-Time Buyer
CUST_05136,70,1,98.0,5,1,3,9,New Customer
CUST_05137,70,1,98.0,5,1,3,9,New Customer
CUST_05138,349,1,68.0,1,1,2,4,One-Time Buyer
CUST_05139,95,2,72.0,4,5,2,11,Champion
CUST_05140,52,1,79.74,5,1,3,9,New Customer
CUST_05141,215,2,181.22,2,5,5,12,At Risk
CUST_05142,214,1,74.97,2,1,3,6,One-Time Buyer
CUST_05143,122,1,65.72,4,1,2,7,New Customer
CUST_05144,171,1,34.96,3,1,1,5,One-Time Buyer
CUST_05145,125,1,59.4,4,1,1,6,New Customer
CUST_05146,75,3,250.39999999999998,5,5,5,15,Champion
CUST_05147,108,1,28.0,4,1,1,6,New Customer
CUST_05148,229,2,149.94,2,5,4,11,At Risk
CUST_05149,189,1,56.87,2,1,1,4,One-Time Buyer
CUST_05150,12,1,74.0,5,1,2,8,New Customer
CUST_05151,75,2,145.19,5,5,4,14,Champion
CUST_05152,75,1,74.0,5,1,2,8,New Customer
CUST_05153,125,1,30.0,4,1,1,6,New Customer
CUST_05154,103,1,79.18,4,1,3,8,New Customer
CUST_05155,122,1,103.82,4,1,4,9,New Customer
CUST_05156,173,1,5.39,3,1,1,5,One-Time Buyer
CUST_05157,103,1,123.06,4,1,4,9,New Customer
CUST_05158,145,1,94.55,3,1,3,7,One-Time Buyer
CUST_05159,148,1,94.56,3,1,3,7,One-Time Buyer
CUST_05160,100,1,108.0,4,1,4,9,New Customer
CUST_05161,16,1,107.11,5,1,4,10,New Customer
CUST_05162,138,1,160.0,3,1,4,8,One-Time Buyer
CUST_05163,75,2,142.0,5,5,4,14,Champion
CUST_05164,128,1,52.68,3,1,1,5,One-Time Buyer
CUST_05165,83,1,74.0,4,1,2,7,New Customer
CUST_05166,47,1,123.98,5,1,4,10,New Customer
CUST_05167,75,1,74.0,5,1,2,8,New Customer
CUST_05168,227,1,136.0,2,1,4,7,One-Time Buyer
CUST_05169,194,1,68.36,2,1,2,5,One-Time Buyer
CUST_05170,309,1,212.17,1,1,5,7,One-Time Buyer
CUST_05171,47,1,128.33,5,1,4,10,New Customer
CUST_05172,278,1,132.83,1,1,4,6,One-Time Buyer
CUST_05173,319,1,30.17,1,1,1,3,One-Time Buyer
CUST_05174,331,1,68.0,1,1,2,4,One-Time Buyer
CUST_05175,79,1,58.0,4,1,1,6,New Customer
CUST_05176,238,1,189.64,2,1,5,8,One-Time Buyer
CUST_05177,305,1,63.0,1,1,2,4,One-Time Buyer
CUST_05178,332,1,136.0,1,1,4,6,One-Time Buyer
CUST_05179,40,2,174.76999999999998,5,5,5,15,Champion
CUST_05180,143,1,74.29,3,1,3,7,One-Time Buyer
CUST_05181,245,2,96.0,2,5,3,10,At Risk
CUST_05182,244,1,67.0,2,1,2,5,One-Time Buyer
CUST_05183,50,1,29.96,5,1,1,7,New Customer
CUST_05184,285,1,68.0,1,1,2,4,One-Time Buyer
CUST_05185,173,2,168.0,3,5,4,12,Loyal Customer
CUST_05186,362,1,73.95,1,1,2,4,One-Time Buyer
CUST_05187,215,1,54.0,2,1,1,4,One-Time Buyer
CUST_05188,351,1,85.06,1,1,3,5,One-Time Buyer
CUST_05189,320,1,150.62,1,1,4,6,One-Time Buyer
CUST_05190,165,1,121.76,3,1,4,8,One-Time Buyer
CUST_05191,103,1,74.0,4,1,2,7,New Customer
CUST_05192,95,1,192.92,4,1,5,10,New Customer
CUST_05193,75,1,80.95,5,1,3,9,New Customer
CUST_05194,55,2,155.32999999999998,5,5,4,14,Champion
CUST_05195,47,1,47.08,5,1,1,7,New Customer
CUST_05196,112,1,30.17,4,1,1,6,New Customer
CUST_05197,327,1,85.15,1,1,3,5,One-Time Buyer
CUST_05198,13,1,325.55,5,1,5,11,New Customer
CUST_05199,246,1,72.76,2,1,2,5,One-Time Buyer
CUST_05200,119,1,62.79,4,1,2,7,New Customer
CUST_05201,245,1,73.1,2,1,2,5,One-Time Buyer
CUST_05202,122,1,200.02,4,1,5,10,New Customer
CUST_05203,173,1,88.22,3,1,3,7,One-Time Buyer
CUST_05204,15,1,120.0,5,1,4,10,New Customer
CUST_05205,47,1,78.0,5,1,3,9,New Customer
CUST_05206,146,1,63.0,3,1,2,6,One-Time Buyer
CUST_05207,126,3,220.48,4,5,5,14,Champion
CUST_05208,350,1,36.81,1,1,1,3,One-Time Buyer
CUST_05209,225,2,86.0,2,5,3,10,At Risk
CUST_05210,47,2,219.36,5,5,5,15,Champion
CUST_05211,70,1,58.0,5,1,1,7,New Customer
CUST_05212,66,1,117.83,5,1,4,10,New Customer
CUST_05213,217,1,66.55,2,1,2,5,One-Time Buyer
CUST_05214,230,1,136.0,2,1,4,7,One-Time Buyer
CUST_05215,235,1,52.15,2,1,1,4,One-Time Buyer
CUST_05216,173,2,82.8,3,5,3,11,Loyal Customer
CUST_05217,199,1,68.0,2,1,2,5,One-Time Buyer
CUST_05218,323,1,62.06,1,1,2,4,One-Time Buyer
CUST_05219,82,1,24.61,4,1,1,6,New Customer
CUST_05220,103,1,80.48,4,1,3,8,New Customer
CUST_05221,186,1,86.49,2,1,3,6,One-Time Buyer
CUST_05222,153,3,513.46,3,5,5,13,Loyal Customer
CUST_05223,154,1,58.0,3,1,1,5,One-Time Buyer
CUST_05224,131,2,261.08,3,5,5,13,Loyal Customer
CUST_05225,122,1,62.0,4,1,2,7,New Customer
CUST_05226,194,1,152.0,2,1,4,7,One-Time Buyer
CUST_05227,203,1,150.71,2,1,4,7,One-Time Buyer
CUST_05228,320,1,74.38,1,1,3,5,One-Time Buyer
CUST_05229,272,1,100.05,1,1,3,5,One-Time Buyer
CUST_05230,145,1,74.8,3,1,3,7,One-Time Buyer
CUST_05231,124,1,7.84,4,1,1,6,New Customer
CUST_05232,122,1,46.09,4,1,1,6,New Customer
CUST_05233,126,1,62.34,4,1,2,7,New Customer
CUST_05234,333,1,57.0,1,1,1,3,One-Time Buyer
CUST_05235,128,1,62.0,3,1,2,6,One-Time Buyer
CUST_05236,257,1,91.38,2,1,3,6,One-Time Buyer
CUST_05237,219,1,62.86,2,1,2,5,One-Time Buyer
CUST_05238,47,1,269.3,5,1,5,11,New Customer
CUST_05239,234,1,72.25,2,1,2,5,One-Time Buyer
CUST_05240,273,1,91.8,1,1,3,5,One-Time Buyer
CUST_05241,335,1,29.68,1,1,1,3,One-Time Buyer
CUST_05242,255,1,68.0,2,1,2,5,One-Time Buyer
CUST_05243,330,1,28.0,1,1,1,3,One-Time Buyer
CUST_05244,349,1,156.78,1,1,4,6,One-Time Buyer
CUST_05245,255,1,72.59,2,1,2,5,One-Time Buyer
CUST_05246,309,1,207.65,1,1,5,7,One-Time Buyer
CUST_05247,27,1,206.33,5,1,5,11,New Customer
CUST_05248,316,1,72.08,1,1,2,4,One-Time Buyer
CUST_05249,241,1,131.44,2,1,4,7,One-Time Buyer
CUST_05250,187,1,105.6,2,1,4,7,One-Time Buyer
CUST_05251,257,1,44.46,2,1,1,4,One-Time Buyer
CUST_05252,75,1,74.0,5,1,2,8,New Customer
CUST_05253,125,1,68.21,4,1,2,7,New Customer
CUST_05254,115,1,111.95,4,1,4,9,New Customer
CUST_05255,156,2,54.06,3,5,1,9,Loyal Customer
CUST_05256,188,1,34.03,2,1,1,4,One-Time Buyer
CUST_05257,271,1,68.36,1,1,2,4,One-Time Buyer
CUST_05258,47,2,162.64,5,5,4,14,Champion
CUST_05259,75,1,80.66,5,1,3,9,New Customer
CUST_05260,84,1,156.18,4,1,4,9,New Customer
CUST_05261,110,1,61.48,4,1,2,7,New Customer
CUST_05262,82,2,120.0,4,5,4,13,Champion
CUST_05263,138,4,245.92,3,5,5,13,Loyal Customer
CUST_05264,211,1,111.95,2,1,4,7,One-Time Buyer
CUST_05265,77,1,89.09,4,1,3,8,New Customer
CUST_05266,137,1,105.64,3,1,4,8,One-Time Buyer
CUST_05267,150,1,73.7,3,1,2,6,One-Time Buyer
CUST_05268,178,1,67.89,2,1,2,5,One-Time Buyer
CUST_05269,322,1,68.83,1,1,2,4,One-Time Buyer
CUST_05270,174,1,72.93,3,1,2,6,One-Time Buyer
CUST_05271,147,1,68.0,3,1,2,6,One-Time Buyer
CUST_05272,75,1,78.81,5,1,3,9,New Customer
CUST_05273,332,1,149.26,1,1,4,6,One-Time Buyer
CUST_05274,71,1,56.84,5,1,1,7,New Customer
CUST_05275,46,2,161.12,5,5,4,14,Champion
CUST_05276,98,3,132.93,4,5,4,13,Champion
CUST_05277,272,1,68.0,1,1,2,4,One-Time Buyer
CUST_05278,64,1,79.37,5,1,3,9,New Customer
CUST_05279,126,2,180.0,4,5,5,14,Champion
CUST_05280,284,1,48.0,1,1,1,3,One-Time Buyer
CUST_05281,99,1,131.46,4,1,4,9,New Customer
CUST_05282,278,1,72.08,1,1,2,4,One-Time Buyer
CUST_05283,72,1,138.0,5,1,4,10,New Customer
CUST_05284,192,1,120.0,2,1,4,7,One-Time Buyer
CUST_05285,234,1,143.12,2,1,4,7,One-Time Buyer
CUST_05286,146,2,136.0,3,5,4,12,Loyal Customer
CUST_05287,126,1,8.56,4,1,1,6,New Customer
CUST_05288,320,1,28.0,1,1,1,3,One-Time Buyer
CUST_05289,47,2,215.7,5,5,5,15,Champion
CUST_05290,131,1,67.18,3,1,2,6,One-Time Buyer
CUST_05291,257,5,509.01,2,5,5,12,At Risk
CUST_05292,193,1,120.0,2,1,4,7,One-Time Buyer
CUST_05293,125,2,344.8,4,5,5,14,Champion
CUST_05294,47,2,151.49,5,5,4,14,Champion
CUST_05295,334,1,104.04,1,1,4,6,One-Time Buyer
CUST_05296,212,1,158.4,2,1,4,7,One-Time Buyer
CUST_05297,51,1,296.0,5,1,5,11,New Customer
CUST_05298,254,1,32.0,2,1,1,4,One-Time Buyer
CUST_05299,125,2,92.22,4,5,3,12,Champion
CUST_05300,159,1,73.78,3,1,2,6,One-Time Buyer
CUST_05301,306,1,162.64,1,1,4,6,One-Time Buyer
CUST_05302,12,1,74.0,5,1,2,8,New Customer
CUST_05303,67,1,79.74,5,1,3,9,New Customer
CUST_05304,236,1,77.36,2,1,3,6,One-Time Buyer
CUST_05305,178,1,105.84,2,1,4,7,One-Time Buyer
CUST_05306,47,3,186.0,5,5,5,15,Champion
CUST_05307,75,2,189.19,5,5,5,15,Champion
CUST_05308,47,1,83.66,5,1,3,9,New Customer
CUST_05309,318,1,61.2,1,1,2,4,One-Time Buyer
CUST_05310,124,2,89.11,4,5,3,12,Champion
CUST_05311,103,1,137.28,4,1,4,9,New Customer
CUST_05312,173,1,47.08,3,1,1,5,One-Time Buyer
CUST_05313,319,1,77.22,1,1,3,5,One-Time Buyer
CUST_05314,138,1,106.09,3,1,4,8,One-Time Buyer
CUST_05315,165,2,219.54,3,5,5,13,Loyal Customer
CUST_05316,289,1,33.92,1,1,1,3,One-Time Buyer
CUST_05317,165,1,44.0,3,1,1,5,One-Time Buyer
CUST_05318,272,1,167.09,1,1,4,6,One-Time Buyer
CUST_05319,317,1,85.82,1,1,3,5,One-Time Buyer
CUST_05320,272,1,19.6,1,1,1,3,One-Time Buyer
CUST_05321,130,1,85.04,3,1,3,7,One-Time Buyer
CUST_05322,47,1,82.68,5,1,3,9,New Customer
CUST_05323,173,2,156.0,3,5,4,12,Loyal Customer
CUST_05324,298,1,50.81,1,1,1,3,One-Time Buyer
CUST_05325,237,1,55.12,2,1,1,4,One-Time Buyer
CUST_05326,334,1,30.17,1,1,1,3,One-Time Buyer
CUST_05327,75,1,74.0,5,1,2,8,New Customer
CUST_05328,75,1,78.44,5,1,3,9,New Customer
CUST_05329,178,1,85.38,2,1,3,6,One-Time Buyer
CUST_05330,47,1,86.01,5,1,3,9,New Customer
CUST_05331,222,1,32.93,2,1,1,4,One-Time Buyer
CUST_05332,47,4,313.84000000000003,5,5,5,15,Champion
CUST_05333,47,3,236.0,5,5,5,15,Champion
CUST_05334,185,1,72.0,2,1,2,5,One-Time Buyer
CUST_05335,105,1,46.64,4,1,1,6,New Customer
CUST_05336,170,1,72.93,3,1,2,6,One-Time Buyer
CUST_05337,102,1,244.0,4,1,5,10,New Customer
